201607262					
TV	active	EUTE 16A (EUTE W3C)	37836	1 37836U 11057A   16201.98890317  .00000099  00000-0  00000+0 0  9993	2 37836   0.0631  21.3040 0003884 105.0844 183.7916  1.00273626 17497
TV	active	ViaSat 1	37843	1 37843U 11059A   16201.62486340 -.00000028  00000-0  00000+0 0  9994	2 37843   0.0216  45.7864 0002792  70.2315 291.6722  1.00270432 17981
TV	active	Luch 5A	37951	1 37951U 11074B   16202.34798274 -.00000051  00000-0  00000+0 0  9999	2 37951   1.6958 211.0092 0003343 260.8566 118.9525  1.00270772 16900
TV	active	Nigcomsat 1R	38014	1 38014U 11077A   16202.16856804  .00000139  00000-0  00000+0 0  9993	2 38014   0.0064 202.4844 0003073  59.9101 139.1316  1.00272788 16747
TV	active	SES 4	38087	1 38087U 12007A   16201.86702481 -.00000173  00000-0  00000+0 0  9993	2 38087   0.0185 359.7763 0002349 122.3025 106.1077  1.00270690 16199
TV	active	Apstar 7	38107	1 38107U 12013A   16201.86570392 -.00000106  00000-0  00000+0 0  9993	2 38107   0.0335  50.1707 0002240  58.6577 217.3737  1.00271430 15877
TV	active	JCSat 13	38331	1 38331U 12023A   16201.82773268 -.00000361  00000-0  00000+0 0  9999	2 38331   0.0091  54.1721 0002035  76.0864 229.7557  1.00270477 15282
TV	active	Vinasat 2	38332	1 38332U 12023B   16201.60743789 -.00000334 +00000-0 +00000-0 0  9992	2 38332 000.0140 337.1016 0002236 147.9242 163.3154 01.00271475010369
TV	active	Nimiq 6	38342	1 38342U 12026A   16201.42635686 -.00000178  00000-0  00000+0 0  9997	2 38342   0.0376 283.7655 0002067 194.2204 242.0316  1.00271971 15306
TV	active	Intelsat 19	38356	1 38356U 12030A   16201.71142629 -.00000061  00000-0  00000+0 0  9990	2 38356   0.0334 312.6551 0002648 167.2635 240.1043  1.00272531 15225
TV	active	SES 5	38652	1 38652U 12036A   16199.22806780  .00000032  00000-0  00000+0 0  9999	2 38652   0.0562 255.1579 0002247 213.8669 273.5309  1.00273301 14756
TV	active	Intelsat 21	38749	1 38749U 12045A   16201.33492243 -.00000289  00000-0  00000+0 0  9992	2 38749   0.0291  41.5741 0002499  75.4460 243.0054  1.00269604 14345
TV	active	Astra 2F	38778	1 38778U 12051A   16200.09861422 +.00000147 +00000-0 +00000-0 0  9995	2 38778 000.0837 244.3187 0002779 289.5427 186.1387 01.00273048004849
TV	active	Luch 5B	38977	1 38977U 12061A   16202.30759013 -.00000136  00000-0  00000+0 0  9993	2 38977   2.8817  76.9820 0003163  40.1555 275.8732  1.00274053 13883
TV	active	Yamal 300K	38978	1 38978U 12061B   16201.76604661  .00000066  00000-0  00000+0 0  9992	2 38978   0.0519 204.4323 0000256 303.6430 248.6421  1.00269453 13586
TV	active	Echostar 16	39008	1 39008U 12065A   16201.34436752 -.00000286  00000-0  00000+0 0  9994	2 39008   0.0236  57.8688 0002794  63.4304 238.7281  1.00268739 13514
TV	active	Eutelsat 70B	39020	1 39020U 12069A   16200.97866985 -.00000048 +00000-0 +00000-0 0  9992	2 39020 000.0678 335.0606 0003583 186.4306 198.5188 01.00275580013212
TV	active	Yamal 402	39022	1 39022U 12070A   16202.16753719  .00000080  00000-0  10000-3 0  9998	2 39022   0.0468 255.6244 0003122 211.2043 306.7531  1.00273823 13314
TV	active	MexSat 3	39035	1 39035U 12075B   16201.49198709 -.00000030  00000-0  00000+0 0  9995	2 39035   0.0520 205.7803 0002338 282.9186 231.3185  1.00272511 13181
TV	active	Azerspace	39079	1 39079U 13006B   16201.15250039  .00000129  00000-0  00000+0 0  9994	2 39079   0.0055 314.9028 0001068 162.7863 280.5702  1.00273871 12630
